Season,FifaVersion,Date,HomeTeam,AwayTeam,ResultEncoded,HomeFifaOverall,HomeFifaAttack,HomeFifaMidfield,HomeFifaDefence,AwayFifaOverall,AwayFifaAttack,AwayFifaMidfield,AwayFifaDefence,HFA,HomeElo,AwayElo,EloTierHome,EloTierAway
2020,21,06/12/2020,West Brom,Crystal Palace,-1,73,72,74,73,77,79,76,75,55.70954587965536,1595.09777832,1689.54101562,4,4
2020,21,06/12/2020,Sheffield United,Leicester,-1,75,74,77,77,79,81,79,79,55.70954587965536,1649.79724121,1787.9407959,4,3
2020,21,06/12/2020,Tottenham,Arsenal,1,82,85,82,81,80,83,80,78,55.70954587965536,1864.92089844,1808.41418457,2,2
2020,21,06/12/2020,Liverpool,Wolves,1,85,89,84,86,78,78,82,77,55.70954587965536,1985.58764648,1795.51257324,1,3
2020,21,07/12/2020,Brighton,Southampton,-1,76,77,74,74,76,77,76,76,55.41153001507665,1683.33178711,1760.94519043,4,3
2020,21,11/12/2020,Leeds,West Ham,-1,73,76,73,73,78,79,78,76,55.506852636618255,1662.37219238,1739.3536377,4,3
2020,21,12/12/2020,Wolves,Aston Villa,-1,78,78,82,77,76,76,75,74,55.23003370646259,1784.9309082,1682.43151855,3,4
2020,21,12/12/2020,Newcastle,West Brom,1,77,78,77,76,73,72,74,73,55.23003370646259,1704.06018066,1577.91564941,3,4
2020,21,12/12/2020,Man United,Man City,0,82,84,82,81,85,86,85,84,55.23003370646259,1857.39709473,1967.20983887,2,1
2020,21,12/12/2020,Everton,Chelsea,1,79,80,78,79,82,85,83,81,55.23003370646259,1733.90563965,1883.63244629,3,2
2020,21,13/12/2020,Southampton,Sheffield United,1,76,77,76,76,75,74,77,77,54.730408194216736,1763.63269043,1640.25109863,3,4
2020,21,13/12/2020,Crystal Palace,Tottenham,0,77,79,76,75,82,85,82,81,54.730408194216736,1698.40112305,1871.13952637,4,2
2020,21,13/12/2020,Fulham,Liverpool,0,75,75,73,72,85,89,84,86,54.730408194216736,1589.88110352,1980.26416016,4,1
2020,21,13/12/2020,Arsenal,Burnley,-1,80,83,80,78,76,77,76,76,54.730408194216736,1796.85424805,1694.73840332,3,4
2020,21,13/12/2020,Leicester,Brighton,1,79,81,79,79,76,77,74,74,54.730408194216736,1792.07055664,1672.32214355,3,4
2020,21,15/12/2020,Wolves,Chelsea,1,78,78,82,77,82,85,83,81,55.91456378240497,1773.47094727,1872.5489502,3,2
2020,21,15/12/2020,Man City,West Brom,0,85,86,85,84,73,72,74,73,55.91456378240497,1964.96386719,1573.51916504,1,4
2020,21,16/12/2020,Arsenal,Southampton,0,80,83,80,78,76,77,76,76,55.6276841598537,1785.37438965,1771.36047363,3,3
2020,21,16/12/2020,Leeds,Newcastle,1,73,76,73,73,77,78,77,76,55.6276841598537,1655.55664062,1708.45654297,4,3
2020,21,16/12/2020,Leicester,Everton,-1,79,81,79,79,79,80,78,79,55.6276841598537,1799.8536377,1744.98913574,3,3
2020,21,16/12/2020,Fulham,Brighton,0,75,75,73,72,76,77,74,74,55.6276841598537,1597.640625,1664.5390625,4,4
2020,21,16/12/2020,Liverpool,Tottenham,1,85,89,84,86,82,85,82,81,55.6276841598537,1972.5045166,1867.26586914,1,2
2020,21,16/12/2020,West Ham,Crystal Palace,0,78,79,78,76,77,79,76,75,55.6276841598537,1746.16918945,1702.2746582,3,3
2020,21,17/12/2020,Aston Villa,Burnley,0,76,76,75,74,76,77,76,76,56.15263734862953,1693.89135742,1706.21826172,4,3
2020,21,17/12/2020,Sheffield United,Man United,-1,75,74,77,77,82,84,82,81,56.15263734862953,1632.52331543,1859.64306641,4,2
2020,21,19/12/2020,Crystal Palace,Liverpool,-1,77,79,76,75,85,89,84,86,56.242402098514745,1704.43713379,1977.1730957,3,1
2020,21,19/12/2020,Southampton,Man City,-1,76,77,76,76,85,86,85,84,56.242402098514745,1772.68969727,1956.57165527,3,1
2020,21,19/12/2020,Everton,Arsenal,1,79,80,78,79,80,83,80,78,56.242402098514745,1759.51171875,1784.04516602,3,3
2020,21,19/12/2020,Newcastle,Fulham,0,77,78,77,76,75,75,73,72,56.242402098514745,1693.6451416,1598.62915039,4,4
2020,21,20/12/2020,Brighton,Sheffield United,0,76,77,74,74,75,74,77,77,57.45407456647854,1663.55053711,1628.87817383,4,4
2020,21,20/12/2020,Tottenham,Leicester,-1,82,85,82,81,79,81,79,79,57.45407456647854,1862.59741211,1785.33105469,2,3
2020,21,20/12/2020,Man United,Leeds,1,82,84,82,81,73,76,73,73,57.45407456647854,1863.28820801,1670.36804199,2,4
2020,21,20/12/2020,West Brom,Aston Villa,-1,73,72,74,73,76,76,75,74,57.45407456647854,1581.91149902,1693.25830078,4,4
2020,21,21/12/2020,Burnley,Wolves,1,76,77,76,76,78,78,82,77,56.7805918344189,1706.85131836,1783.2401123,3,3
2020,21,21/12/2020,Chelsea,West Ham,1,82,85,83,81,78,79,78,76,56.7805918344189,1862.77978516,1744.00671387,2,3
2020,21,26/12/2020,Leicester,Man United,0,79,81,79,79,82,84,82,81,57.26473143201289,1800.66589355,1869.20751953,2,2
2020,21,26/12/2020,Aston Villa,Crystal Palace,1,76,76,75,74,77,79,76,75,57.26473143201289,1703.8215332,1696.8112793,3,4
2020,21,26/12/2020,Fulham,Southampton,0,75,75,73,72,76,77,76,76,57.26473143201289,1602.19494629,1768.33215332,4,3
2020,21,26/12/2020,Arsenal,Chelsea,1,80,83,80,78,82,85,83,81,57.26473143201289,1776.20861816,1870.24853516,3,2
2020,21,26/12/2020,Man City,Newcastle,1,85,86,85,84,77,78,77,76,57.26473143201289,1960.92919922,1690.0793457,1,4
2020,21,26/12/2020,Sheffield United,Everton,-1,75,74,77,77,79,80,78,79,57.26473143201289,1630.92272949,1767.34814453,4,3
2020,21,27/12/2020,Leeds,Burnley,1,73,76,73,73,76,77,76,76,57.98729383049597,1664.4486084,1716.18078613,4,3
2020,21,27/12/2020,West Ham,Brighton,0,78,79,78,76,76,77,74,74,57.98729383049597,1736.53796387,1661.50598145,3,4
2020,21,27/12/2020,Liverpool,West Brom,0,85,89,84,86,73,72,74,73,57.98729383049597,1984.79907227,1571.34814453,1,4
2020,21,27/12/2020,Wolves,Tottenham,0,78,78,82,77,82,85,82,81,57.98729383049597,1773.91064453,1847.26257324,3,2
2020,21,28/12/2020,Crystal Palace,Leicester,0,77,79,76,75,79,81,79,79,57.445964255044956,1684.89709473,1801.5715332,4,2
2020,21,28/12/2020,Chelsea,Aston Villa,0,82,85,83,81,76,76,75,74,57.445964255044956,1856.9453125,1715.73571777,2,3
2020,21,29/12/2020,Brighton,Arsenal,-1,76,77,74,74,80,83,80,78,56.925155130649564,1664.6706543,1789.51184082,4,3
2020,21,29/12/2020,Burnley,Sheffield United,1,76,77,76,76,75,74,77,77,56.925155130649564,1707.75341797,1625.36425781,3,4
2020,21,29/12/2020,Southampton,West Ham,0,76,77,76,76,78,79,78,76,56.925155130649564,1764.77709961,1733.37329102,3,3
2020,21,29/12/2020,West Brom,Leeds,-1,73,72,74,73,73,76,73,73,56.925155130649564,1579.9699707,1672.87609863,4,4
2020,21,29/12/2020,Man United,Wolves,1,82,84,82,81,78,78,82,77,56.925155130649564,1868.30187988,1774.90112305,2,3
2020,21,30/12/2020,Newcastle,Liverpool,0,77,78,77,76,85,89,84,86,56.546646619958125,1687.26013184,1976.17724609,4,1
2020,21,01/01/2021,Everton,West Ham,-1,79,80,78,79,78,79,78,76,57.17840590857999,1772.90673828,1735.35742188,3,3
2020,21,01/01/2021,Man United,Aston Villa,1,82,84,82,81,76,76,75,74,57.17840590857999,1873.15600586,1720.49475098,2,3
2020,21,02/01/2021,Tottenham,Leeds,1,82,85,82,81,73,76,73,73,57.36580033387089,1846.27209473,1687.71728516,2,4
2020,21,02/01/2021,Crystal Palace,Sheffield United,1,77,79,76,75,75,74,77,77,57.36580033387089,1687.10571289,1620.09265137,4,4
2020,21,02/01/2021,Brighton,Wolves,0,76,77,74,74,78,78,82,77,57.36580033387089,1658.84899902,1770.046875,4,3
2020,21,02/01/2021,West Brom,Arsenal,-1,73,72,74,73,80,83,80,78,57.36580033387089,1565.12866211,1795.33349609,4,3
2020,21,03/01/2021,Newcastle,Leicester,-1,77,78,77,76,79,81,79,79,56.304635001253715,1693.43273926,1799.36279297,4,3
2020,21,03/01/2021,Chelsea,Man City,-1,82,85,83,81,85,86,85,84,56.304635001253715,1852.1862793,1963.74841309,2,1
2020,21,04/01/2021,Southampton,Liverpool,1,76,77,76,76,85,89,84,86,55.76668524143705,1762.79296875,1970.00476074,3,1
2020,21,12/01/2021,Sheffield United,Newcastle,1,75,74,77,77,77,78,77,76,55.92516384757274,1612.2845459,1687.15759277,4,4
2020,21,12/01/2021,Burnley,Man United,-1,76,77,76,76,82,84,82,81,55.92516384757274,1713.02502441,1876.74841309,3,2
2020,21,12/01/2021,Wolves,Everton,-1,78,78,82,77,79,80,78,79,55.92516384757274,1768.01257324,1762.93579102,3,3
2020,21,13/01/2021,Man City,Brighton,1,85,86,85,84,76,77,74,74,54.97155465934134,1972.24780273,1660.88330078,1,4
2020,21,13/01/2021,Tottenham,Fulham,0,82,85,82,81,75,75,73,72,54.97155465934134,1852.28308105,1605.75,2,4
2020,21,14/01/2021,Arsenal,Crystal Palace,0,80,83,80,78,77,79,76,75,54.498815367477974,1802.57470703,1694.91394043,2,4
2020,21,16/01/2021,Wolves,West Brom,-1,78,78,82,77,73,72,74,73,54.18707636920807,1758.83056641,1557.88757324,3,4
2020,21,16/01/2021,Leeds,Brighton,-1,73,76,73,73,76,77,74,74,54.18707636920807,1681.70629883,1659.25720215,4,4
2020,21,16/01/2021,West Ham,Burnley,1,78,79,78,76,76,77,76,76,54.18707636920807,1745.32836914,1708.12573242,3,3
2020,21,16/01/2021,Fulham,Chelsea,-1,75,75,73,72,82,85,83,81,54.18707636920807,1612.45031738,1843.68688965,4,2
2020,21,16/01/2021,Leicester,Southampton,1,79,81,79,79,76,77,76,76,54.18707636920807,1805.63793945,1774.9395752,2,3
2020,21,17/01/2021,Sheffield United,Tottenham,-1,75,74,77,77,82,85,82,81,53.5491195116514,1621.51782227,1845.58276367,4,2
2020,21,17/01/2021,Liverpool,Man United,0,85,89,84,86,82,84,82,81,53.5491195116514,1957.8581543,1881.64770508,1,2
2020,21,17/01/2021,Man City,Crystal Palace,1,85,86,85,84,77,79,76,75,53.5491195116514,1973.8737793,1698.79870605,1,4
2020,21,18/01/2021,Arsenal,Newcastle,1,80,83,80,78,77,78,77,76,52.968379082192826,1798.68981934,1677.92431641,3,4
2020,21,19/01/2021,West Ham,West Brom,1,78,79,78,76,73,72,74,73,53.181885463373355,1751.60070801,1571.47119141,3,4
2020,21,19/01/2021,Leicester,Chelsea,1,79,81,79,79,82,85,83,81,53.181885463373355,1814.64123535,1847.18725586,2,2
2020,21,20/01/2021,Man City,Aston Villa,1,85,86,85,84,76,76,75,74,54.65789161875851,1977.91381836,1716.90234375,1,3
2020,21,20/01/2021,Fulham,Man United,-1,75,75,73,72,82,84,82,81,54.65789161875851,1608.94995117,1884.65588379,4,2
2020,21,21/01/2021,Liverpool,Burnley,-1,85,89,84,86,76,77,76,76,53.94407294417527,1954.84985352,1701.85339355,1,3
2020,21,23/01/2021,Aston Villa,Newcastle,1,76,76,75,74,77,78,77,76,53.59287908310088,1713.92614746,1670.15527344,3,4
2020,21,26/01/2021,Crystal Palace,West Ham,-1,77,79,76,75,78,79,78,76,53.26197293372424,1694.75878906,1754.86621094,4,3
2020,21,26/01/2021,Newcastle,Leeds,-1,77,78,77,76,73,76,73,73,53.26197293372424,1661.51196289,1672.19189453,4,4
2020,21,26/01/2021,Southampton,Arsenal,-1,76,77,76,76,80,83,80,78,53.26197293372424,1765.9362793,1806.4588623,3,2
2020,21,26/01/2021,West Brom,Man City,-1,73,72,74,73,85,86,85,84,53.26197293372424,1568.20568848,1980.89001465,4,1
2020,21,27/01/2021,Burnley,Aston Villa,1,76,77,76,76,76,76,75,74,52.64612971969935,1716.50854492,1722.56933594,3,3
2020,21,27/01/2021,Chelsea,Wolves,0,82,85,83,81,78,78,82,77,52.64612971969935,1835.80603027,1745.24682617,2,3
2020,21,27/01/2021,Brighton,Fulham,0,76,77,74,74,75,75,73,72,52.64612971969935,1668.77160645,1606.11364746,4,4
2020,21,27/01/2021,Everton,Leicester,0,79,80,78,79,79,81,79,79,52.64612971969935,1772.11779785,1826.02246094,3,2
2020,21,27/01/2021,Man United,Sheffield United,-1,82,84,82,81,75,74,77,77,52.64612971969935,1887.49230957,1616.33154297,2,4
2020,21,28/01/2021,Tottenham,Liverpool,-1,82,85,82,81,85,89,84,86,52.332619859806044,1850.76904297,1940.19458008,2,1
2020,21,30/01/2021,Everton,Newcastle,-1,79,80,78,79,77,78,77,76,52.34502610426707,1772.82104492,1652.98876953,3,4
2020,21,30/01/2021,Crystal Palace,Wolves,1,77,79,76,75,78,78,82,77,52.34502610426707,1687.46252441,1748.56945801,4,3
2020,21,30/01/2021,Man City,Sheffield United,1,85,86,85,84,75,74,77,77,52.34502610426707,1983.7286377,1631.07202148,1,4
2020,21,30/01/2021,West Brom,Fulham,0,73,72,74,73,75,75,73,72,52.34502610426707,1565.3671875,1608.70385742,4,4
2020,21,30/01/2021,Arsenal,Man United,0,80,83,80,78,82,84,82,81,52.34502610426707,1817.34863281,1872.75183105,2,2
2020,21,30/01/2021,Southampton,Aston Villa,-1,76,77,76,76,76,76,75,74,52.34502610426707,1755.04650879,1715.01342773,3,3
2020,21,31/01/2021,Chelsea,Burnley,1,82,85,83,81,76,77,76,76,51.722822829559725,1832.48352051,1724.0645752,2,3
2020,21,31/01/2021,Leicester,Leeds,-1,79,81,79,79,73,76,73,73,51.722822829559725,1825.31921387,1680.71520996,2,4
2020,21,31/01/2021,West Ham,Liverpool,-1,78,79,78,76,85,89,84,86,51.722822829559725,1762.16247559,1949.32849121,3,1
2020,21,31/01/2021,Brighton,Tottenham,1,76,77,74,74,82,85,82,81,51.722822829559725,1666.18139648,1841.63513184,4,2
2020,21,02/02/2021,Sheffield United,West Brom,1,75,74,77,77,73,72,74,73,51.53913431025361,1629.71191406,1565.80126953,4,4
2020,21,02/02/2021,Wolves,Arsenal,1,78,78,82,77,80,83,80,78,51.53913431025361,1739.53710938,1818.12878418,3,2
2020,21,02/02/2021,Man United,Southampton,1,82,84,82,81,76,77,76,76,51.53913431025361,1871.97167969,1745.27954102,2,3
2020,21,02/02/2021,Newcastle,Crystal Palace,-1,77,78,77,76,77,79,76,75,51.53913431025361,1669.75671387,1696.49487305,4,4
2020,21,03/02/2021,Burnley,Man City,-1,76,77,76,76,85,86,85,84,51.75543953579337,1717.2722168,1985.08862305,3,1
2020,21,03/02/2021,Fulham,Leicester,-1,75,75,73,72,79,81,79,79,51.75543953579337,1608.26965332,1808.24291992,4,2
2020,21,03/02/2021,Leeds,Everton,-1,73,76,73,73,79,80,78,79,51.75543953579337,1697.79150391,1756.05297852,4,3
2020,21,03/02/2021,Aston Villa,West Ham,-1,76,76,75,74,78,79,78,76,51.75543953579337,1724.78039551,1756.2232666,3,3
2020,21,03/02/2021,Liverpool,Brighton,-1,85,89,84,86,76,77,74,74,51.75543953579337,1955.2677002,1677.98449707,1,4
2020,21,04/02/2021,Tottenham,Chelsea,-1,82,85,82,81,82,85,83,81,51.09213216325999,1829.83203125,1839.27575684,2,2
2020,21,06/02/2021,Aston Villa,Arsenal,1,76,76,75,74,80,83,80,78,50.98330178154041,1713.74157715,1808.64489746,3,2
2020,21,06/02/2021,Burnley,Brighton,0,76,77,76,76,76,77,74,74,50.98330178154041,1713.1652832,1692.84667969,3,4
2020,21,06/02/2021,Newcastle,Southampton,1,77,78,77,76,76,77,76,76,50.98330178154041,1661.63391113,1732.07617188,4,3
2020,21,06/02/2021,Fulham,West Ham,0,75,75,73,72,78,79,78,76,50.98330178154041,1602.63061523,1767.26208496,4,3
2020,21,06/02/2021,Man United,Everton,0,82,84,82,81,79,80,78,79,50.98330178154041,1885.17504883,1763.25097656,2,3
2020,21,07/02/2021,Tottenham,West Brom,1,82,85,82,81,73,72,74,73,51.2179433196897,1821.4765625,1559.98510742,2,4
2020,21,07/02/2021,Wolves,Leicester,0,78,78,82,77,79,81,79,79,51.2179433196897,1749.02099609,1813.88208008,3,2
2020,21,07/02/2021,Liverpool,Man City,-1,85,89,84,86,85,86,85,84,51.2179433196897,1940.40539551,1989.19555664,1,1
2020,21,07/02/2021,Sheffield United,Chelsea,-1,75,74,77,77,82,85,83,81,51.2179433196897,1635.52819824,1847.63122559,4,2
2020,21,08/02/2021,Leeds,Crystal Palace,1,73,76,73,73,77,79,76,75,50.92358546588699,1690.59350586,1704.61767578,4,3
2020,21,13/02/2021,Leicester,Liverpool,1,79,81,79,79,85,89,84,86,50.61854963839661,1812.77124023,1927.53271484,2,1
2020,21,13/02/2021,Crystal Palace,Burnley,-1,77,79,76,75,76,77,76,76,50.61854963839661,1693.57128906,1711.84997559,4,3
2020,21,13/02/2021,Man City,Tottenham,1,85,86,85,84,82,85,82,81,50.61854963839661,2002.06835938,1824.56140137,1,2
2020,21,13/02/2021,Brighton,Aston Villa,0,76,77,74,74,76,76,75,74,50.61854963839661,1694.16210938,1723.52783203,4,3
2020,21,14/02/2021,Southampton,Wolves,-1,76,77,76,76,78,78,82,77,50.901414600579926,1722.8026123,1750.13171387,3,3
2020,21,14/02/2021,West Brom,Man United,0,73,72,74,73,82,84,82,81,50.901414600579926,1556.90026855,1881.16577148,4,2
2020,21,14/02/2021,Arsenal,Leeds,1,80,83,80,78,73,76,73,73,50.901414600579926,1798.85876465,1701.64001465,3,3
2020,21,14/02/2021,Everton,Fulham,-1,79,80,78,79,75,75,73,72,50.901414600579926,1767.26013184,1606.43029785,3,4
2020,21,15/02/2021,West Ham,Sheffield United,1,78,79,78,76,75,74,77,77,50.81634182592179,1763.46240234,1631.75354004,3,4
2020,21,15/02/2021,Chelsea,Newcastle,1,82,85,83,81,77,78,77,76,50.81634182592179,1851.40588379,1670.9074707,2,4
2020,21,17/02/2021,Burnley,Fulham,0,76,77,76,76,75,75,73,72,50.72606309011307,1730.12731934,1627.97814941,3,4
2020,21,17/02/2021,Everton,Man City,-1,79,80,78,79,85,86,85,84,50.72606309011307,1753.01708984,2011.69641113,3,1
2020,21,19/02/2021,Wolves,Leeds,1,78,78,82,77,73,76,73,73,51.14321811508487,1766.0793457,1702.51098633,3,3
2020,21,20/02/2021,Southampton,Chelsea,0,76,77,76,76,82,85,83,81,51.59155621552557,1722.74926758,1864.21386719,3,2
2020,21,20/02/2021,Burnley,West Brom,0,76,77,76,76,73,72,74,73,51.59155621552557,1730.96496582,1571.8059082,3,4
2020,21,20/02/2021,Liverpool,Everton,-1,85,89,84,86,79,80,78,79,51.59155621552557,1932.38391113,1753.23779297,1,3
2020,21,20/02/2021,Fulham,Sheffield United,1,75,75,73,72,75,74,77,77,51.59155621552557,1635.73010254,1631.98217773,4,4
2020,21,21/02/2021,West Ham,Tottenham,1,78,79,78,76,82,85,82,81,52.01786590234634,1779.12805176,1829.82678223,3,2
2020,21,21/02/2021,Aston Villa,Leicester,-1,76,76,75,74,79,81,79,79,52.01786590234634,1731.34118652,1833.84924316,3,2
2020,21,21/02/2021,Arsenal,Man City,-1,80,83,80,78,85,86,85,84,52.01786590234634,1814.42419434,2020.06530762,2,1
2020,21,21/02/2021,Man United,Newcastle,1,82,84,82,81,77,78,77,76,52.01786590234634,1893.39782715,1673.99377441,2,4
2020,21,22/02/2021,Brighton,Crystal Palace,-1,76,77,74,74,77,79,76,75,52.118288439855135,1702.24291992,1686.89331055,3,4
2020,21,23/02/2021,Leeds,Southampton,1,73,76,73,73,76,77,76,76,51.83759496756999,1696.70385742,1725.96862793,4,3
2020,21,27/02/2021,Man City,West Ham,1,85,86,85,84,78,79,78,76,51.78679484480575,2026.13208008,1786.4119873,1,3
2020,21,27/02/2021,West Brom,Brighton,1,73,72,74,73,76,77,74,74,51.78679484480575,1575.41516113,1691.65307617,4,4
2020,21,27/02/2021,Leeds,Aston Villa,-1,73,76,73,73,76,76,75,74,51.78679484480575,1709.41308594,1723.99633789,3,3
2020,21,27/02/2021,Newcastle,Wolves,0,77,78,77,76,78,78,82,77,51.78679484480575,1668.88513184,1770.63085938,4,3
2020,21,28/02/2021,Crystal Palace,Fulham,0,77,79,76,75,75,75,73,72,52.99233766732859,1694.9720459,1641.92236328,4,4
2020,21,28/02/2021,Leicester,Arsenal,-1,79,81,79,79,80,83,80,78,52.99233766732859,1815.51342773,1815.36376953,2,2
2020,21,28/02/2021,Tottenham,Burnley,1,82,85,82,81,76,77,76,76,52.99233766732859,1821.40075684,1724.84448242,2,3
2020,21,28/02/2021,Chelsea,Man United,0,82,85,83,81,82,84,82,81,52.99233766732859,1868.37902832,1895.47717285,2,2
2020,21,28/02/2021,Sheffield United,Liverpool,-1,75,74,77,77,85,89,84,86,52.99233766732859,1623.27856445,1912.77612305,4,1
2020,21,01/03/2021,Everton,Southampton,1,79,80,78,79,76,77,76,76,52.05179968133353,1770.33435059,1710.74829102,3,3
2020,21,02/03/2021,Man City,Wolves,1,85,86,85,84,78,78,82,77,52.29402860623057,2028.56567383,1768.55395508,1,3
2020,21,03/03/2021,Burnley,Leicester,0,76,77,76,76,79,81,79,79,52.657507356580716,1714.8079834,1803.03857422,3,2
2020,21,03/03/2021,Sheffield United,Aston Villa,1,75,74,77,77,76,76,75,74,52.657507356580716,1619.51647949,1732.34509277,4,3
2020,21,03/03/2021,Crystal Palace,Man United,0,77,79,76,75,82,84,82,81,52.657507356580716,1692.60180664,1895.58666992,4,2
2020,21,04/03/2021,Fulham,Tottenham,-1,75,75,73,72,82,85,82,81,52.73973485065294,1644.29272461,1831.43725586,4,2
2020,21,04/03/2021,West Brom,Everton,-1,73,72,74,73,79,80,78,79,52.73973485065294,1585.81567383,1776.04931641,4,3
2020,21,04/03/2021,Liverpool,Chelsea,-1,85,89,84,86,82,85,83,81,52.73973485065294,1916.53820801,1868.26953125,1,2
2020,21,06/03/2021,Burnley,Arsenal,0,76,77,76,76,80,83,80,78,52.26178724539915,1716.44042969,1827.83862305,3,2
2020,21,06/03/2021,Sheffield United,Southampton,-1,75,74,77,77,76,77,76,76,52.26178724539915,1629.86962891,1705.0333252,4,3
2020,21,06/03/2021,Aston Villa,Wolves,0,76,76,75,74,78,78,82,77,52.26178724539915,1721.99194336,1764.69824219,3,3
2020,21,06/03/2021,Brighton,Leicester,-1,76,77,74,74,79,81,79,79,52.26178724539915,1681.25256348,1801.40612793,4,2
2020,21,07/03/2021,West Brom,Newcastle,0,73,72,74,73,77,78,77,76,53.335847607931434,1581.60620117,1670.96203613,4,4
2020,21,07/03/2021,Liverpool,Fulham,-1,85,89,84,86,75,75,73,72,53.335847607931434,1906.39257812,1639.96740723,1,4
2020,21,07/03/2021,Man City,Man United,-1,85,86,85,84,82,84,82,81,53.335847607931434,2032.42138672,1891.00476074,1,2
2020,21,07/03/2021,Tottenham,Crystal Palace,1,82,85,82,81,77,79,76,75,53.335847607931434,1835.76245117,1697.18359375,2,4
2020,21,08/03/2021,Chelsea,Everton,1,82,85,83,81,79,80,78,79,53.42233838990209,1878.41516113,1780.25878906,2,3
2020,21,08/03/2021,West Ham,Leeds,1,78,79,78,76,73,76,73,73,53.42233838990209,1783.97839355,1701.06433105,3,3
2020,21,10/03/2021,Man City,Southampton,1,85,86,85,84,76,77,76,76,54.35394170560002,2015.33532715,1714.93103027,1,3
2020,21,12/03/2021,Newcastle,Aston Villa,0,77,78,77,76,76,76,75,74,54.47861075741504,1675.0447998,1728.15466309,4,3
2020,21,13/03/2021,Leeds,Chelsea,0,73,76,73,73,82,85,83,81,54.024813287478615,1699.48022461,1891.21850586,4,2
2020,21,13/03/2021,Crystal Palace,West Brom,1,77,79,76,75,73,72,74,73,54.024813287478615,1695.84960938,1589.0802002,4,4
2020,21,13/03/2021,Everton,Burnley,-1,79,80,78,79,76,77,76,76,54.024813287478615,1779.01208496,1724.53747559,3,3
2020,21,13/03/2021,Fulham,Man City,-1,75,75,73,72,85,86,85,84,54.024813287478615,1660.53234863,2024.15002441,4,1
2020,21,14/03/2021,Southampton,Brighton,-1,76,77,76,76,76,77,74,74,53.08581794217268,1717.67297363,1681.26708984,3,4
2020,21,14/03/2021,Leicester,Sheffield United,1,79,81,79,79,75,74,77,77,53.08581794217268,1812.94824219,1625.75024414,2,4
2020,21,14/03/2021,Arsenal,Tottenham,1,80,83,80,78,82,85,82,81,53.08581794217268,1839.19262695,1854.40942383,2,2
2020,21,14/03/2021,Man United,West Ham,1,82,84,82,81,78,79,78,76,53.08581794217268,1911.12927246,1797.11901855,1,3
2020,21,15/03/2021,Wolves,Liverpool,-1,78,78,82,77,85,89,84,86,53.44127852303347,1770.09228516,1905.01672363,3,1
2020,21,19/03/2021,Fulham,Leeds,-1,75,75,73,72,73,76,73,73,53.53122951713711,1655.9362793,1702.24511719,4,3
2020,21,20/03/2021,Brighton,Newcastle,1,76,77,74,74,77,78,77,76,53.25465315036119,1689.45178223,1674.12109375,4,4
2020,21,21/03/2021,West Ham,Arsenal,0,78,79,78,76,80,83,80,78,52.21035729894547,1790.91699219,1842.52282715,3,2
2020,21,21/03/2021,Aston Villa,Tottenham,-1,76,76,75,74,82,85,82,81,52.21035729894547,1725.88525391,1821.1105957,3,2
2020,21,03/04/2021,Chelsea,West Brom,-1,82,85,83,81,73,72,74,73,53.266613789251586,1898.07263184,1582.69042969,2,4
2020,21,03/04/2021,Leeds,Sheffield United,1,73,76,73,73,75,74,77,77,53.266613789251586,1709.88879395,1616.64477539,3,4
2020,21,03/04/2021,Leicester,Man City,-1,79,81,79,79,85,86,85,84,53.266613789251586,1818.86047363,2026.04296875,2,1
2020,21,03/04/2021,Arsenal,Liverpool,-1,80,83,80,78,85,89,84,86,53.266613789251586,1841.80371094,1908.83166504,2,1
2020,21,04/04/2021,Southampton,Burnley,1,76,77,76,76,76,77,76,76,53.04586455107098,1706.29516602,1733.34460449,3,3
2020,21,04/04/2021,Newcastle,Tottenham,0,77,78,77,76,82,85,82,81,53.04586455107098,1661.96191406,1829.94616699,4,2
2020,21,04/04/2021,Aston Villa,Fulham,1,76,76,75,74,75,75,73,72,53.04586455107098,1717.04968262,1648.29260254,3,4
2020,21,04/04/2021,Man United,Brighton,1,82,84,82,81,76,77,74,74,53.04586455107098,1922.33935547,1701.61096191,1,3
2020,21,05/04/2021,Everton,Crystal Palace,0,79,80,78,79,77,79,76,75,54.03106824015366,1767.01184082,1699.04614258,3,4
2020,21,05/04/2021,Wolves,West Ham,-1,78,78,82,77,78,79,78,76,54.03106824015366,1763.08410645,1791.6361084,3,3
2020,21,09/04/2021,Fulham,Wolves,-1,75,75,73,72,78,78,82,77,53.2871593689048,1640.58728027,1755.49389648,4,3
2020,21,10/04/2021,Man City,Leeds,-1,85,86,85,84,73,76,73,73,53.204931066620844,2032.45214844,1715.47607422,1,3
2020,21,10/04/2021,Liverpool,Aston Villa,1,85,89,84,86,76,76,75,74,53.204931066620844,1911.07653809,1725.67797852,1,3
2020,21,10/04/2021,Crystal Palace,Chelsea,-1,77,79,76,75,82,85,83,81,53.204931066620844,1702.20068359,1881.99719238,3,2
2020,21,11/04/2021,Burnley,Newcastle,-1,76,77,76,76,77,78,77,76,52.06283056921415,1725.61877441,1666.29077148,3,4
2020,21,11/04/2021,West Ham,Leicester,1,78,79,78,76,79,81,79,79,52.06283056921415,1800.14941406,1813.91369629,2,2
2020,21,11/04/2021,Tottenham,Man United,-1,82,85,82,81,82,84,82,81,52.06283056921415,1826.54016113,1929.2364502,2,1
